timestamp,location_id,zone,latitude,longitude,temperature_c,humidity_percentage,rainfall_mm,wind_speed_kmh,pressure_hpa,lightning_probability,storm_probability,flood_risk
2026-01-01 09:00:00,LOC01,North Zone,23.08,72.58,18.83,64.62,2.52,17.67,1008.0,0.012,0.0,0.034
2026-01-01 09:30:00,LOC01,North Zone,23.08,72.58,21.55,60.41,1.82,19.0,1011.52,0.01,0.0,0.023
2026-01-01 10:00:00,LOC01,North Zone,23.08,72.58,18.41,59.51,0.48,14.64,1010.98,0.013,0.002,0.023
2026-01-01 10:30:00,LOC01,North Zone,23.08,72.58,21.07,68.52,0.66,13.31,1008.52,0.011,0.005,0.034
2026-01-01 11:00:00,LOC01,North Zone,23.08,72.58,20.39,72.74,1.21,8.86,1009.68,0.019,0.022,0.006
2026-01-01 11:30:00,LOC01,North Zone,23.08,72.58,22.42,76.8,0.08,4.93,1009.49,0.015,0.0,0.016
2026-01-01 12:00:00,LOC01,North Zone,23.08,72.58,21.37,76.59,0.12,13.59,1015.41,0.001,0.037,0.0
2026-01-01 12:30:00,LOC01,North Zone,23.08,72.58,21.97,66.92,0.03,12.19,1007.26,0.027,0.003,0.021
2026-01-01 13:00:00,LOC01,North Zone,23.08,72.58,21.79,70.71,0.06,6.37,1008.2,0.011,0.007,0.01
2026-01-01 13:30:00,LOC01,North Zone,23.08,72.58,22.8,68.13,0.54,11.19,1007.96,0.024,0.008,0.009
2026-01-01 14:00:00,LOC01,North Zone,23.08,72.58,23.9,66.9,0.74,14.35,1006.09,0.026,0.011,0.02
2026-01-01 14:30:00,LOC01,North Zone,23.08,72.58,23.67,69.47,0.11,13.63,1006.04,0.007,0.022,0.011
2026-01-01 15:00:00,LOC01,North Zone,23.08,72.58,25.05,65.39,0.93,13.54,1010.23,0.008,0.014,0.017
2026-01-01 15:30:00,LOC01,North Zone,23.08,72.58,22.14,68.8,0.02,10.78,1004.73,0.022,0.018,0.017
2026-01-01 16:00:00,LOC01,North Zone,23.08,72.58,24.88,62.4,0.01,13.81,1008.18,0.008,0.0,0.013
2026-01-01 16:30:00,LOC01,North Zone,23.08,72.58,26.56,58.14,0.15,1.0,1004.61,0.006,0.008,0.01
2026-01-01 17:00:00,LOC01,North Zone,23.08,72.58,24.7,75.88,0.95,13.31,1006.29,0.017,0.019,0.009
2026-01-01 17:30:00,LOC01,North Zone,23.08,72.58,26.23,67.03,0.0,4.91,1005.15,0.013,0.0,0.0
2026-01-01 18:00:00,LOC01,North Zone,23.08,72.58,24.13,67.23,7.24,12.27,1006.98,0.039,0.02,0.05
2026-01-01 18:30:00,LOC01,North Zone,23.08,72.58,26.56,65.96,0.1,8.5,1009.87,0.005,0.0,0.02
2026-01-01 19:00:00,LOC01,North Zone,23.08,72.58,26.62,69.3,0.66,12.24,1004.71,0.013,0.0,0.027
2026-01-01 19:30:00,LOC01,North Zone,23.08,72.58,28.61,67.75,0.16,14.69,1007.14,0.009,0.0,0.0
2026-01-01 20:00:00,LOC01,North Zone,23.08,72.58,28.3,52.55,0.2,18.75,1005.54,0.02,0.007,0.013
2026-01-01 20:30:00,LOC01,North Zone,23.08,72.58,24.44,69.99,0.8,12.35,1012.28,0.02,0.049,0.027
2026-01-01 21:00:00,LOC01,North Zone,23.08,72.58,30.09,61.63,0.02,13.5,1011.71,0.008,0.003,0.0
2026-01-01 21:30:00,LOC01,North Zone,23.08,72.58,27.32,59.94,2.19,18.88,1015.46,0.015,0.0,0.007
2026-01-01 22:00:00,LOC01,North Zone,23.08,72.58,24.98,63.18,0.1,11.36,1012.11,0.015,0.016,0.011
2026-01-01 22:30:00,LOC01,North Zone,23.08,72.58,24.94,62.71,0.99,16.62,1007.5,0.0,0.026,0.027
2026-01-01 23:00:00,LOC01,North Zone,23.08,72.58,26.82,61.25,0.04,12.46,1012.14,0.018,0.011,0.029
2026-01-01 23:30:00,LOC01,North Zone,23.08,72.58,26.69,67.09,0.13,18.98,1006.65,0.026,0.047,0.015
2026-01-02 00:00:00,LOC01,North Zone,23.08,72.58,26.38,75.56,0.04,14.84,1006.57,0.002,0.0,0.039
2026-01-02 00:30:00,LOC01,North Zone,23.08,72.58,22.39,61.3,0.88,14.83,1008.89,0.016,0.02,0.031
2026-01-02 01:00:00,LOC01,North Zone,23.08,72.58,26.35,68.05,0.07,8.85,1008.05,0.004,0.0,0.016
2026-01-02 01:30:00,LOC01,North Zone,23.08,72.58,22.1,65.42,0.15,6.23,1012.4,0.0,0.021,0.041
2026-01-02 02:00:00,LOC01,North Zone,23.08,72.58,21.9,65.43,0.78,8.51,1010.86,0.006,0.0,0.026
2026-01-02 02:30:00,LOC01,North Zone,23.08,72.58,22.38,59.49,2.71,4.64,1013.68,0.011,0.0,0.037
2026-01-02 03:00:00,LOC01,North Zone,23.08,72.58,22.02,71.38,0.43,12.2,1008.59,0.003,0.019,0.036
2026-01-02 03:30:00,LOC01,North Zone,23.08,72.58,22.36,66.18,0.03,18.22,1006.43,0.007,0.0,0.0
2026-01-02 04:00:00,LOC01,North Zone,23.08,72.58,23.93,69.78,1.84,22.07,1008.73,0.009,0.0,0.058
2026-01-02 04:30:00,LOC01,North Zone,23.08,72.58,21.45,71.47,1.41,15.14,1009.92,0.0,0.0,0.0
2026-01-02 05:00:00,LOC01,North Zone,23.08,72.58,16.1,68.5,0.03,7.04,1005.85,0.012,0.004,0.02
2026-01-02 05:30:00,LOC01,North Zone,23.08,72.58,17.93,59.47,0.04,8.91,1008.74,0.004,0.036,0.0
2026-01-02 06:00:00,LOC01,North Zone,23.08,72.58,21.93,67.95,0.16,4.92,1012.33,0.007,0.0,0.026
2026-01-02 06:30:00,LOC01,North Zone,23.08,72.58,15.58,75.78,0.06,8.81,1005.05,0.011,0.005,0.005
2026-01-02 07:00:00,LOC01,North Zone,23.08,72.58,19.41,62.44,0.84,16.84,1007.47,0.0,0.044,0.032
2026-01-02 07:30:00,LOC01,North Zone,23.08,72.58,20.14,69.84,0.58,8.94,1008.51,0.009,0.027,0.002
2026-01-02 08:00:00,LOC01,North Zone,23.08,72.58,16.81,67.55,1.77,6.11,1008.88,0.016,0.027,0.029
2026-01-02 08:30:00,LOC01,North Zone,23.08,72.58,17.44,69.62,0.3,11.61,1008.61,0.015,0.002,0.0
2026-01-02 09:00:00,LOC01,North Zone,23.08,72.58,19.93,72.44,0.02,15.57,1008.27,0.006,0.001,0.0
2026-01-02 09:30:00,LOC01,North Zone,23.08,72.58,15.54,77.23,1.23,8.53,1008.86,0.004,0.005,0.021
2026-01-02 10:00:00,LOC01,North Zone,23.08,72.58,18.35,75.06,0.1,10.84,1008.0,0.009,0.03,0.03
2026-01-02 10:30:00,LOC01,North Zone,23.08,72.58,20.84,66.95,0.54,18.57,1007.75,0.027,0.0,0.002
2026-01-02 11:00:00,LOC01,North Zone,23.08,72.58,18.15,69.07,0.05,13.31,1011.17,0.003,0.002,0.018
2026-01-02 11:30:00,LOC01,North Zone,23.08,72.58,19.11,74.51,0.75,9.76,1014.98,0.013,0.01,0.015
2026-01-02 12:00:00,LOC01,North Zone,23.08,72.58,22.82,71.05,0.07,11.39,1008.35,0.011,0.0,0.016
2026-01-02 12:30:00,LOC01,North Zone,23.08,72.58,18.01,80.36,0.25,17.49,1005.34,0.01,0.046,0.009
2026-01-02 13:00:00,LOC01,North Zone,23.08,72.58,21.51,75.77,0.29,23.55,1008.46,0.033,0.005,0.026
2026-01-02 13:30:00,LOC01,North Zone,23.08,72.58,22.09,63.32,0.85,8.43,1006.09,0.003,0.001,0.014
2026-01-02 14:00:00,LOC01,North Zone,23.08,72.58,22.83,67.44,0.03,17.34,1010.01,0.013,0.041,0.0
2026-01-02 14:30:00,LOC01,North Zone,23.08,72.58,22.6,64.24,0.05,13.84,1007.27,0.013,0.004,0.0
2026-01-02 15:00:00,LOC01,North Zone,23.08,72.58,25.61,67.16,0.37,7.08,1013.71,0.001,0.0,0.024
2026-01-02 15:30:00,LOC01,North Zone,23.08,72.58,22.17,65.06,0.06,17.43,1011.96,0.013,0.0,0.013
2026-01-02 16:00:00,LOC01,North Zone,23.08,72.58,23.41,71.62,0.19,16.82,1005.91,0.026,0.007,0.035
2026-01-02 16:30:00,LOC01,North Zone,23.08,72.58,28.46,61.58,1.5,26.18,1013.57,0.0,0.012,0.029
2026-01-02 17:00:00,LOC01,North Zone,23.08,72.58,25.23,58.0,0.66,20.63,1007.51,0.008,0.007,0.034
2026-01-02 17:30:00,LOC01,North Zone,23.08,72.58,27.52,66.92,0.12,10.62,1006.54,0.0,0.01,0.005
2026-01-02 18:00:00,LOC01,North Zone,23.08,72.58,28.02,55.88,0.64,13.22,1009.83,0.023,0.014,0.008
2026-01-02 18:30:00,LOC01,North Zone,23.08,72.58,25.67,57.49,1.48,73.1,1010.49,0.026,0.034,0.002
2026-01-02 19:00:00,LOC01,North Zone,23.08,72.58,25.73,75.74,0.03,8.85,1007.72,0.019,0.016,0.013
2026-01-02 19:30:00,LOC01,North Zone,23.08,72.58,27.76,62.3,0.02,13.46,1007.08,0.024,0.02,0.017
2026-01-02 20:00:00,LOC01,North Zone,23.08,72.58,25.7,59.84,0.34,10.01,1009.38,0.027,0.009,0.019
2026-01-02 20:30:00,LOC01,North Zone,23.08,72.58,26.44,63.32,0.98,15.97,1010.12,0.007,0.053,0.0
2026-01-02 21:00:00,LOC01,North Zone,23.08,72.58,26.69,58.65,0.01,13.11,1009.42,0.004,0.0,0.012
2026-01-02 21:30:00,LOC01,North Zone,23.08,72.58,28.82,64.86,0.16,4.27,1011.61,0.023,0.014,0.041
2026-01-02 22:00:00,LOC01,North Zone,23.08,72.58,27.96,70.85,0.16,7.39,1009.48,0.004,0.014,0.0
2026-01-02 22:30:00,LOC01,North Zone,23.08,72.58,23.74,56.49,0.06,4.24,1012.83,0.025,0.019,0.038
2026-01-02 23:00:00,LOC01,North Zone,23.08,72.58,24.44,66.31,0.64,11.41,1009.14,0.0,0.01,0.008
2026-01-02 23:30:00,LOC01,North Zone,23.08,72.58,26.25,68.22,0.5,13.86,1007.41,0.014,0.009,0.019
2026-01-03 00:00:00,LOC01,North Zone,23.08,72.58,25.28,59.73,0.96,15.67,1004.78,0.012,0.03,0.038
2026-01-03 00:30:00,LOC01,North Zone,23.08,72.58,24.23,63.57,0.33,10.84,1007.91,0.017,0.0,0.01
2026-01-03 01:00:00,LOC01,North Zone,23.08,72.58,22.9,70.5,0.32,49.24,1012.86,0.02,0.009,0.013
2026-01-03 01:30:00,LOC01,North Zone,23.08,72.58,21.99,63.68,2.37,8.35,1013.41,0.013,0.012,0.007
2026-01-03 02:00:00,LOC01,North Zone,23.08,72.58,21.99,62.41,3.61,11.59,1012.35,0.006,0.006,0.024
2026-01-03 02:30:00,LOC01,North Zone,23.08,72.58,20.86,65.86,0.19,,1010.91,0.034,0.011,0.0
2026-01-03 03:00:00,LOC01,North Zone,23.08,72.58,23.32,69.75,0.4,6.51,1008.94,0.004,0.009,0.0
2026-01-03 03:30:00,LOC01,North Zone,23.08,72.58,19.98,64.35,0.09,6.35,1010.75,0.003,0.017,0.032
2026-01-03 04:00:00,LOC01,North Zone,23.08,72.58,20.16,77.01,0.19,12.66,1011.62,0.005,0.0,0.023
2026-01-03 04:30:00,LOC01,North Zone,23.08,72.58,22.65,67.42,0.01,15.19,1005.05,0.002,0.021,0.008
2026-01-03 05:00:00,LOC01,North Zone,23.08,72.58,20.17,60.65,6.01,22.91,1012.74,0.025,0.02,0.082
2026-01-03 05:30:00,LOC01,North Zone,23.08,72.58,21.8,69.94,0.57,16.43,1013.23,0.015,0.018,0.023
2026-01-03 06:00:00,LOC01,North Zone,23.08,72.58,16.72,67.4,0.65,7.81,1010.99,0.017,0.0,0.006
2026-01-03 06:30:00,LOC01,North Zone,23.08,72.58,19.42,66.67,2.4,1.47,1007.4,0.009,0.007,0.032
2026-01-03 07:00:00,LOC01,North Zone,23.08,72.58,18.37,71.79,0.3,17.2,1006.87,0.023,0.016,0.007
2026-01-03 07:30:00,LOC01,North Zone,23.08,72.58,18.37,68.8,13.96,9.86,1006.73,0.038,0.041,0.093
2026-01-03 08:00:00,LOC01,North Zone,23.08,72.58,17.84,70.74,0.53,20.3,1013.65,0.024,0.0,0.036
2026-01-03 08:30:00,LOC01,North Zone,23.08,72.58,18.4,67.08,0.98,13.0,1010.95,0.008,0.023,0.014
2026-01-03 09:00:00,LOC01,North Zone,23.08,72.58,19.29,64.78,0.18,17.86,1011.64,0.014,0.008,0.011
2026-01-03 09:30:00,LOC01,North Zone,23.08,72.58,21.34,68.62,0.54,9.95,1008.62,0.02,0.0,0.035
2026-01-03 10:00:00,LOC01,North Zone,23.08,72.58,19.32,77.4,0.06,16.33,1012.09,0.024,0.008,0.004
2026-01-03 10:30:00,LOC01,North Zone,23.08,72.58,19.09,69.23,0.59,12.2,1005.62,0.014,0.017,0.04
2026-01-03 11:00:00,LOC01,North Zone,23.08,72.58,20.21,75.51,0.01,1.0,1009.79,0.009,0.028,0.011
2026-01-03 11:30:00,LOC01,North Zone,23.08,72.58,21.48,72.59,0.56,18.51,1007.73,0.006,0.001,0.007
2026-01-03 12:00:00,LOC01,North Zone,23.08,72.58,20.22,68.8,0.02,12.97,1009.05,0.002,0.005,0.001
2026-01-03 12:30:00,LOC01,North Zone,23.08,72.58,21.11,71.72,1.65,17.56,1009.17,0.004,0.021,0.037
2026-01-03 13:00:00,LOC01,North Zone,23.08,72.58,24.14,68.25,0.24,13.8,1009.78,0.004,0.024,0.001
2026-01-03 13:30:00,LOC01,North Zone,23.08,72.58,21.55,71.56,0.18,5.66,1007.63,0.011,0.018,0.008
2026-01-03 14:00:00,LOC01,North Zone,23.08,72.58,24.72,61.02,1.79,22.88,1009.8,0.027,0.008,0.008
2026-01-03 14:30:00,LOC01,North Zone,23.08,72.58,23.1,67.79,4.64,8.05,1011.7,0.026,0.025,0.053
2026-01-03 15:00:00,LOC01,North Zone,23.08,72.58,25.29,71.72,1.41,1.0,1008.06,0.0,0.005,0.02
2026-01-03 15:30:00,LOC01,North Zone,23.08,72.58,24.05,57.74,0.02,15.14,1011.94,0.002,0.008,0.002
2026-01-03 16:00:00,LOC01,North Zone,23.08,72.58,22.76,72.74,0.29,19.13,1007.54,0.0,0.0,0.008
2026-01-03 16:30:00,LOC01,North Zone,23.08,72.58,23.14,63.18,0.6,17.93,1009.07,0.002,0.0,0.014
2026-01-03 17:00:00,LOC01,North Zone,23.08,72.58,24.96,65.69,0.99,7.76,1004.98,0.014,0.012,0.029
2026-01-03 17:30:00,LOC01,North Zone,23.08,72.58,25.58,65.9,0.28,16.8,1011.49,0.008,0.024,0.0
2026-01-03 18:00:00,LOC01,North Zone,23.08,72.58,27.63,65.44,1.17,16.22,1006.07,0.008,0.004,0.013
2026-01-03 18:30:00,LOC01,North Zone,23.08,72.58,25.31,60.7,0.12,17.31,1013.23,0.005,0.026,0.0
2026-01-03 19:00:00,LOC01,North Zone,23.08,72.58,25.42,69.68,0.16,11.35,1013.84,0.012,0.001,0.012
2026-01-03 19:30:00,LOC01,North Zone,23.08,72.58,27.32,64.32,0.31,56.08,1013.63,0.02,0.031,0.026
2026-01-03 20:00:00,LOC01,North Zone,23.08,72.58,28.13,52.52,0.27,9.22,1010.48,0.009,0.036,0.0
2026-01-03 20:30:00,LOC01,North Zone,23.08,72.58,26.15,68.16,0.63,16.4,1009.63,0.001,0.002,0.004
2026-01-03 21:00:00,LOC01,North Zone,23.08,72.58,24.28,63.14,0.05,12.45,1007.53,0.004,0.025,0.006
2026-01-03 21:30:00,LOC01,North Zone,23.08,72.58,25.01,55.49,1.85,12.03,1012.54,0.01,0.013,0.028
2026-01-03 22:00:00,LOC01,North Zone,23.08,72.58,24.75,65.9,1.27,4.84,1005.31,0.014,0.0,0.016
2026-01-03 22:30:00,LOC01,North Zone,23.08,72.58,26.26,64.95,1.78,1.14,1009.57,0.024,0.016,0.033
2026-01-03 23:00:00,LOC01,North Zone,23.08,72.58,22.37,71.62,1.34,7.7,1011.23,0.012,0.016,0.019
2026-01-03 23:30:00,LOC01,North Zone,23.08,72.58,23.38,72.4,1.51,13.66,1009.08,0.009,0.0,0.039
2026-01-04 00:00:00,LOC01,North Zone,23.08,72.58,27.31,55.73,1.74,10.57,1010.07,0.026,0.008,0.005
2026-01-04 00:30:00,LOC01,North Zone,23.08,72.58,25.91,60.39,0.01,16.91,1010.55,0.02,0.007,0.008
2026-01-04 01:00:00,LOC01,North Zone,23.08,72.58,23.47,59.5,0.02,14.78,1012.16,0.015,0.0,0.023
2026-01-04 01:30:00,LOC01,North Zone,23.08,72.58,24.49,68.58,0.36,19.21,1011.88,0.0,0.01,0.0
2026-01-04 02:00:00,LOC01,North Zone,23.08,72.58,23.52,64.66,0.35,19.38,1009.08,0.0,0.003,0.016
2026-01-04 02:30:00,LOC01,North Zone,23.08,72.58,23.43,68.03,0.85,20.28,1007.14,0.023,0.0,0.019
2026-01-04 03:00:00,LOC01,North Zone,23.08,72.58,21.67,69.41,0.16,13.6,1008.21,0.023,0.021,0.003
2026-01-04 03:30:00,LOC01,North Zone,23.08,72.58,24.65,57.43,1.07,13.9,1004.87,0.018,0.045,0.038
2026-01-04 04:00:00,LOC01,North Zone,23.08,72.58,20.22,65.47,0.59,12.59,1006.7,0.03,0.022,0.067
2026-01-04 04:30:00,LOC01,North Zone,23.08,72.58,22.27,63.33,1.46,16.18,1010.49,0.018,0.019,0.011
2026-01-04 05:00:00,LOC01,North Zone,23.08,72.58,18.6,62.11,0.64,14.39,1007.61,0.009,0.018,0.005
2026-01-04 05:30:00,LOC01,North Zone,23.08,72.58,18.68,71.39,0.01,14.94,1008.39,0.004,0.033,0.027
2026-01-04 06:00:00,LOC01,North Zone,23.08,72.58,20.06,72.02,0.44,11.02,1010.0,0.017,0.011,0.029
2026-01-04 06:30:00,LOC01,North Zone,23.08,72.58,19.13,69.34,0.14,13.98,1007.01,0.007,0.016,0.0
2026-01-04 07:00:00,LOC01,North Zone,23.08,72.58,20.0,61.97,0.18,15.81,1009.95,0.0,0.019,0.008
2026-01-04 07:30:00,LOC01,North Zone,23.08,72.58,18.89,67.37,0.05,5.15,1006.92,0.001,0.007,0.016
2026-01-04 08:00:00,LOC01,North Zone,23.08,72.58,15.1,82.66,0.7,2.74,1009.5,0.0,0.02,0.022
2026-01-04 08:30:00,LOC01,North Zone,23.08,72.58,18.33,74.7,0.03,10.4,1012.07,0.004,0.027,0.005
2026-01-04 09:00:00,LOC01,North Zone,23.08,72.58,20.61,74.56,0.03,10.85,1007.22,0.019,0.002,0.039
2026-01-04 09:30:00,LOC01,North Zone,23.08,72.58,20.09,75.9,0.48,11.38,1010.16,0.016,0.031,0.007
2026-01-04 10:00:00,LOC01,North Zone,23.08,72.58,17.39,61.81,1.47,10.61,1005.68,0.019,0.028,0.038
2026-01-04 10:30:00,LOC01,North Zone,23.08,72.58,21.47,65.7,0.89,15.45,1009.4,0.007,0.0,0.036
2026-01-04 11:00:00,LOC01,North Zone,23.08,72.58,19.66,71.64,0.04,10.73,1006.14,0.009,0.0,0.0
2026-01-04 11:30:00,LOC01,North Zone,23.08,72.58,20.05,67.62,0.07,14.21,1011.62,0.007,0.009,0.016
2026-01-04 12:00:00,LOC01,North Zone,23.08,72.58,19.78,69.89,0.47,16.21,1007.09,0.022,0.009,0.0
2026-01-04 12:30:00,LOC01,North Zone,23.08,72.58,19.53,65.28,0.13,17.04,1007.69,0.011,0.032,0.024
2026-01-04 13:00:00,LOC01,North Zone,23.08,72.58,19.66,73.01,0.24,14.67,1007.7,0.014,0.002,0.009
2026-01-04 13:30:00,LOC01,North Zone,23.08,72.58,22.54,73.56,0.02,26.78,1010.79,0.016,0.004,0.015
2026-01-04 14:00:00,LOC01,North Zone,23.08,72.58,21.48,65.66,6.26,14.0,1009.63,0.028,0.023,0.058
2026-01-04 14:30:00,LOC01,North Zone,23.08,72.58,26.23,71.91,2.22,22.32,1010.19,0.003,0.0,0.038
2026-01-04 15:00:00,LOC01,North Zone,23.08,72.58,22.43,70.2,0.64,9.87,1013.16,0.019,0.016,0.013
2026-01-04 15:30:00,LOC01,North Zone,23.08,72.58,22.74,55.39,0.02,13.58,1010.79,0.013,0.0,0.0
2026-01-04 16:00:00,LOC01,North Zone,23.08,72.58,25.03,64.74,0.06,8.64,1008.86,0.014,0.0,0.0
2026-01-04 16:30:00,LOC01,North Zone,23.08,72.58,20.69,61.9,0.19,17.66,1008.08,0.022,0.0,0.022
2026-01-04 17:00:00,LOC01,North Zone,23.08,72.58,24.28,70.5,1.56,12.98,1007.22,0.01,0.007,0.0
2026-01-04 17:30:00,LOC01,North Zone,23.08,72.58,25.71,62.99,1.88,10.59,1008.29,0.029,0.005,0.027
2026-01-04 18:00:00,LOC01,North Zone,23.08,72.58,24.38,60.55,0.01,5.41,1015.41,0.012,0.0,0.009
2026-01-04 18:30:00,LOC01,North Zone,23.08,72.58,26.74,64.89,0.31,10.34,1006.25,0.01,0.025,0.017
2026-01-04 19:00:00,LOC01,North Zone,23.08,72.58,25.23,59.86,0.74,16.12,1010.99,0.007,0.014,0.005
2026-01-04 19:30:00,LOC01,North Zone,23.08,72.58,26.83,71.81,0.25,12.18,1014.01,0.01,0.034,0.021
2026-01-04 20:00:00,LOC01,North Zone,23.08,72.58,28.88,66.55,11.44,11.27,1007.61,0.04,0.025,0.094
2026-01-04 20:30:00,LOC01,North Zone,23.08,72.58,28.65,70.47,0.0,14.36,1007.26,0.009,0.006,0.0
2026-01-04 21:00:00,LOC01,North Zone,23.08,72.58,28.15,56.85,0.37,8.41,1013.21,0.012,0.034,0.005
2026-01-04 21:30:00,LOC01,North Zone,23.08,72.58,26.1,65.37,0.88,10.19,1007.59,0.003,0.003,0.034
2026-01-04 22:00:00,LOC01,North Zone,23.08,72.58,27.22,65.53,0.74,5.3,1007.71,0.019,0.0,0.0
2026-01-04 22:30:00,LOC01,North Zone,23.08,72.58,26.05,66.71,1.44,19.86,1012.02,0.005,0.017,0.02
2026-01-04 23:00:00,LOC01,North Zone,23.08,72.58,25.95,67.41,0.58,3.8,1006.07,0.01,0.0,0.015
2026-01-04 23:30:00,LOC01,North Zone,23.08,72.58,22.34,68.17,0.58,12.73,1009.78,0.013,0.009,0.034
2026-01-05 00:00:00,LOC01,North Zone,23.08,72.58,27.8,70.58,0.09,20.05,1010.57,0.008,0.008,0.009
2026-01-05 00:30:00,LOC01,North Zone,23.08,72.58,24.33,70.72,58.38,8.03,1006.38,0.147,0.025,0.579
2026-01-05 01:00:00,LOC01,North Zone,23.08,72.58,24.41,70.43,0.22,14.72,1009.18,0.002,0.0,0.017
2026-01-05 01:30:00,LOC01,North Zone,23.08,72.58,21.83,60.82,0.63,15.99,1010.01,0.011,0.023,0.001
2026-01-05 02:00:00,LOC01,North Zone,23.08,72.58,23.06,67.52,0.98,18.67,1006.37,0.017,0.025,0.016
2026-01-05 02:30:00,LOC01,North Zone,23.08,72.58,23.85,65.37,0.04,10.59,1008.34,0.013,0.025,0.0
2026-01-05 03:00:00,LOC01,North Zone,23.08,72.58,21.11,71.11,0.75,13.1,1007.12,0.014,0.008,0.031
2026-01-05 03:30:00,LOC01,North Zone,23.08,72.58,23.85,71.31,5.37,16.65,1012.06,0.021,0.0,0.025
2026-01-05 04:00:00,LOC01,North Zone,23.08,72.58,22.27,68.33,0.02,15.05,1009.71,0.019,0.0,0.0
2026-01-05 04:30:00,LOC01,North Zone,23.08,72.58,19.91,71.07,2.04,15.24,1012.4,0.021,0.025,0.014
2026-01-05 05:00:00,LOC01,North Zone,23.08,72.58,19.36,65.14,0.02,8.32,1009.55,0.023,0.034,0.013
2026-01-05 05:30:00,LOC01,North Zone,23.08,72.58,20.6,69.51,2.48,15.81,1006.66,0.029,0.01,0.021
2026-01-05 06:00:00,LOC01,North Zone,23.08,72.58,20.45,61.04,2.05,11.82,1011.94,0.016,0.016,0.041
2026-01-05 06:30:00,LOC01,North Zone,23.08,72.58,18.23,76.87,0.52,25.72,1007.41,0.019,0.015,0.024
2026-01-05 07:00:00,LOC01,North Zone,23.08,72.58,17.82,64.62,0.03,17.2,1008.52,0.015,0.036,0.014
2026-01-05 07:30:00,LOC01,North Zone,23.08,72.58,15.54,79.16,32.05,13.28,1006.47,0.09,0.042,0.384
2026-01-05 08:00:00,LOC01,North Zone,23.08,72.58,21.28,63.67,2.47,10.9,1009.59,0.026,0.0,0.046
2026-01-05 08:30:00,LOC01,North Zone,23.08,72.58,20.23,78.44,0.77,12.41,1008.34,0.02,0.008,0.017
2026-01-05 09:00:00,LOC01,North Zone,23.08,72.58,19.18,70.68,0.01,5.66,1007.61,0.019,0.045,0.01
2026-01-05 09:30:00,LOC01,North Zone,23.08,72.58,16.52,71.41,0.08,20.13,1008.66,0.008,0.029,0.0
2026-01-05 10:00:00,LOC01,North Zone,23.08,72.58,20.11,69.6,0.46,10.72,1006.6,0.016,0.0,0.0
2026-01-05 10:30:00,LOC01,North Zone,23.08,72.58,18.94,62.55,0.02,17.74,1007.88,0.012,0.01,0.006
2026-01-05 11:00:00,LOC01,North Zone,23.08,72.58,19.95,70.36,23.17,19.66,1008.67,0.072,0.019,0.199
2026-01-05 11:30:00,LOC01,North Zone,23.08,72.58,17.34,67.66,0.06,9.86,1006.02,0.023,0.012,0.0
